thr,fpr,recall,precision,f1
0.06894250921105527,0.85,1.0,0.5405405405405406,0.7017543859649124
0.06957031077537687,0.85,1.0,0.5405405405405406,0.7017543859649124
0.07019811233969848,0.85,1.0,0.5405405405405406,0.7017543859649124
0.0708259139040201,0.85,1.0,0.5405405405405406,0.7017543859649124
0.0714537154683417,0.85,1.0,0.5405405405405406,0.7017543859649124
0.07208151703266331,0.85,1.0,0.5405405405405406,0.7017543859649124
0.07270931859698491,0.87,1.0,0.5347593582887701,0.6968641114982579
0.07333712016130653,0.87,1.0,0.5347593582887701,0.6968641114982579
0.07396492172562813,0.87,1.0,0.5347593582887701,0.6968641114982579
0.07459272328994974,0.88,1.0,0.5319148936170213,0.6944444444444444
0.07522052485427135,0.88,1.0,0.5319148936170213,0.6944444444444444
0.07584832641859296,0.88,1.0,0.5319148936170213,0.6944444444444444
0.07647612798291456,0.88,1.0,0.5319148936170213,0.6944444444444444
0.07710392954723617,0.88,1.0,0.5319148936170213,0.6944444444444444
0.07773173111155778,0.88,1.0,0.5319148936170213,0.6944444444444444
0.07835953267587939,0.88,1.0,0.5319148936170213,0.6944444444444444
0.07898733424020099,0.88,1.0,0.5319148936170213,0.6944444444444444
0.0796151358045226,0.88,1.0,0.5319148936170213,0.6944444444444444
0.0802429373688442,0.88,1.0,0.5319148936170213,0.6944444444444444
0.08087073893316582,0.88,1.0,0.5319148936170213,0.6944444444444444
0.08149854049748743,0.88,1.0,0.5319148936170213,0.6944444444444444
0.08212634206180904,0.89,1.0,0.5291005291005291,0.6920415224913494
0.08275414362613065,0.89,1.0,0.5291005291005291,0.6920415224913494
0.08338194519045225,0.9,1.0,0.5263157894736842,0.6896551724137931
0.08400974675477386,0.9,1.0,0.5263157894736842,0.6896551724137931
0.08463754831909547,0.91,1.0,0.5235602094240838,0.6872852233676976
0.08526534988341708,0.91,1.0,0.5235602094240838,0.6872852233676976
0.08589315144773868,0.91,1.0,0.5235602094240838,0.6872852233676976
0.0865209530120603,0.91,1.0,0.5235602094240838,0.6872852233676976
0.0871487545763819,0.92,1.0,0.5208333333333334,0.684931506849315
0.08777655614070351,0.92,1.0,0.5208333333333334,0.684931506849315
0.08840435770502511,0.94,1.0,0.5154639175257731,0.6802721088435374
0.08903215926934673,0.94,1.0,0.5154639175257731,0.6802721088435374
0.08965996083366833,0.94,1.0,0.5154639175257731,0.6802721088435374
0.09028776239798994,0.94,1.0,0.5154639175257731,0.6802721088435374
0.09091556396231154,0.94,1.0,0.5154639175257731,0.6802721088435374
0.09154336552663316,0.95,1.0,0.5128205128205128,0.6779661016949152
0.09217116709095477,0.95,1.0,0.5128205128205128,0.6779661016949152
0.09279896865527637,0.95,1.0,0.5128205128205128,0.6779661016949152
0.09342677021959798,0.95,1.0,0.5128205128205128,0.6779661016949152
0.09405457178391959,0.95,1.0,0.5128205128205128,0.6779661016949152
0.0946823733482412,0.95,1.0,0.5128205128205128,0.6779661016949152
0.0953101749125628,0.95,1.0,0.5128205128205128,0.6779661016949152
0.09593797647688442,0.95,1.0,0.5128205128205128,0.6779661016949152
0.09656577804120602,0.95,1.0,0.5128205128205128,0.6779661016949152
0.09719357960552763,0.95,1.0,0.5128205128205128,0.6779661016949152
0.09782138116984923,0.95,1.0,0.5128205128205128,0.6779661016949152
0.09844918273417085,0.95,1.0,0.5128205128205128,0.6779661016949152
0.09907698429849245,0.95,1.0,0.5128205128205128,0.6779661016949152
0.09970478586281406,0.95,1.0,0.5128205128205128,0.6779661016949152
0.10033258742713566,0.95,1.0,0.5128205128205128,0.6779661016949152
0.10096038899145728,0.95,1.0,0.5128205128205128,0.6779661016949152
0.10158819055577889,0.95,1.0,0.5128205128205128,0.6779661016949152
0.10221599212010049,0.96,1.0,0.5102040816326531,0.6756756756756758
0.1028437936844221,0.96,1.0,0.5102040816326531,0.6756756756756758
0.1034715952487437,0.96,1.0,0.5102040816326531,0.6756756756756758
0.10409939681306532,0.96,1.0,0.5102040816326531,0.6756756756756758
0.10472719837738692,0.96,1.0,0.5102040816326531,0.6756756756756758
0.10535499994170854,0.96,1.0,0.5102040816326531,0.6756756756756758
0.10598280150603014,0.96,1.0,0.5102040816326531,0.6756756756756758
0.10661060307035175,0.96,1.0,0.5102040816326531,0.6756756756756758
0.10723840463467335,0.96,1.0,0.5102040816326531,0.6756756756756758
0.10786620619899497,0.96,1.0,0.5102040816326531,0.6756756756756758
0.10849400776331657,0.96,1.0,0.5102040816326531,0.6756756756756758
0.10912180932763818,0.96,1.0,0.5102040816326531,0.6756756756756758
0.10974961089195978,0.96,1.0,0.5102040816326531,0.6756756756756758
0.1103774124562814,0.96,1.0,0.5102040816326531,0.6756756756756758
0.11100521402060301,0.96,1.0,0.5102040816326531,0.6756756756756758
0.11163301558492461,0.96,1.0,0.5102040816326531,0.6756756756756758
0.11226081714924623,0.96,1.0,0.5102040816326531,0.6756756756756758
0.11288861871356783,0.96,1.0,0.5102040816326531,0.6756756756756758
0.11351642027788944,0.96,1.0,0.5102040816326531,0.6756756756756758
0.11414422184221104,0.96,1.0,0.5102040816326531,0.6756756756756758
0.11477202340653266,0.97,1.0,0.5076142131979695,0.6734006734006733
0.11539982497085426,0.97,1.0,0.5076142131979695,0.6734006734006733
0.11602762653517587,0.97,1.0,0.5076142131979695,0.6734006734006733
0.11665542809949747,0.97,1.0,0.5076142131979695,0.6734006734006733
0.11728322966381909,0.97,1.0,0.5076142131979695,0.6734006734006733
0.11791103122814069,0.97,1.0,0.5076142131979695,0.6734006734006733
0.1185388327924623,0.98,1.0,0.5050505050505051,0.6711409395973155
0.1191666343567839,0.98,1.0,0.5050505050505051,0.6711409395973155
0.11979443592110552,0.98,1.0,0.5050505050505051,0.6711409395973155
0.12042223748542712,0.98,1.0,0.5050505050505051,0.6711409395973155
0.12105003904974873,0.98,1.0,0.5050505050505051,0.6711409395973155
0.12167784061407035,0.99,1.0,0.5025125628140703,0.6688963210702341
0.12230564217839195,0.99,1.0,0.5025125628140703,0.6688963210702341
0.12293344374271356,0.99,1.0,0.5025125628140703,0.6688963210702341
0.12356124530703516,0.99,1.0,0.5025125628140703,0.6688963210702341
0.12418904687135678,0.99,1.0,0.5025125628140703,0.6688963210702341
0.12481684843567838,0.99,1.0,0.5025125628140703,0.6688963210702341
0.12544465,1.0,1.0,0.5,0.6666666666666666
